Stato,Area Geografica,Macro Regione,Regione,Provincia,Comune;
Italia,Nord,Nord-est,Emilia-Romagna,Piacenza,Rottofreno;
Italia,Nord,Nord-est,Emilia-Romagna,Piacenza,San Giorgio Piacentino;
Italia,Nord,Nord-est,Emilia-Romagna,Piacenza,San Pietro in Cerro;
Italia,Nord,Nord-est,Emilia-Romagna,Piacenza,Sarmato;
Italia,Nord,Nord-est,Emilia-Romagna,Piacenza,Travo;
Italia,Nord,Nord-est,Emilia-Romagna,Piacenza,Vernasca;
Italia,Nord,Nord-est,Emilia-Romagna,Piacenza,Vigolzone;
Italia,Nord,Nord-est,Emilia-Romagna,Piacenza,Villanova sull'Arda;
Italia,Nord,Nord-est,Emilia-Romagna,Piacenza,Zerba;
Italia,Nord,Nord-est,Emilia-Romagna,Piacenza,Ziano Piacentino;
Italia,Nord,Nord-est,Emilia-Romagna,Parma,Albareto;
Italia,Nord,Nord-est,Emilia-Romagna,Parma,Bardi;
Italia,Nord,Nord-est,Emilia-Romagna,Parma,Bedonia;
Italia,Nord,Nord-est,Emilia-Romagna,Parma,Berceto;
Italia,Nord,Nord-est,Emilia-Romagna,Parma,Bore;
Italia,Nord,Nord-est,Emilia-Romagna,Parma,Borgo Val di Taro;
Italia,Nord,Nord-est,Emilia-Romagna,Parma,Busseto;
Italia,Nord,Nord-est,Emilia-Romagna,Parma,Calestano;
Italia,Nord,Nord-est,Emilia-Romagna,Parma,Collecchio;
Italia,Nord,Nord-est,Emilia-Romagna,Parma,Colorno;
Italia,Nord,Nord-est,Emilia-Romagna,Parma,Compiano;
Italia,Nord,Nord-est,Emilia-Romagna,Parma,Corniglio;
Italia,Nord,Nord-est,Emilia-Romagna,Parma,Felino;
Italia,Nord,Nord-est,Emilia-Romagna,Parma,Fidenza;
Italia,Nord,Nord-est,Emilia-Romagna,Parma,Fontanellato;
Italia,Nord,Nord-est,Emilia-Romagna,Parma,Fontevivo;
Italia,Nord,Nord-est,Emilia-Romagna,Parma,Fornovo di Taro;
Italia,Nord,Nord-est,Emilia-Romagna,Parma,Langhirano;
Italia,Nord,Nord-est,Emilia-Romagna,Parma,Lesignano de' Bagni;
Italia,Nord,Nord-est,Emilia-Romagna,Parma,Medesano;
Italia,Nord,Nord-est,Emilia-Romagna,Parma,Mezzani;
Italia,Nord,Nord-est,Emilia-Romagna,Parma,Monchio delle Corti;
Italia,Nord,Nord-est,Emilia-Romagna,Parma,Montechiarugolo;
Italia,Nord,Nord-est,Emilia-Romagna,Parma,Neviano degli Arduini;
Italia,Nord,Nord-est,Emilia-Romagna,Parma,Noceto;
Italia,Nord,Nord-est,Emilia-Romagna,Parma,Palanzano;
Italia,Nord,Nord-est,Emilia-Romagna,Parma,Parma;
Italia,Nord,Nord-est,Emilia-Romagna,Parma,Pellegrino Parmense;
Italia,Nord,Nord-est,Emilia-Romagna,Parma,Polesine Parmense;
Italia,Nord,Nord-est,Emilia-Romagna,Parma,Polesine Zibello;
Italia,Nord,Nord-est,Emilia-Romagna,Parma,Roccabianca;
Italia,Nord,Nord-est,Emilia-Romagna,Parma,Sala Baganza;
Italia,Nord,Nord-est,Emilia-Romagna,Parma,Salsomaggiore Terme;
Italia,Nord,Nord-est,Emilia-Romagna,Parma,San Secondo Parmense;
Italia,Nord,Nord-est,Emilia-Romagna,Parma,Sissa;
Italia,Nord,Nord-est,Emilia-Romagna,Parma,Sissa Trecasali;
Italia,Nord,Nord-est,Emilia-Romagna,Parma,Solignano;
Italia,Nord,Nord-est,Emilia-Romagna,Parma,Soragna;
Italia,Nord,Nord-est,Emilia-Romagna,Parma,Sorbolo;
Italia,Nord,Nord-est,Emilia-Romagna,Parma,Sorbolo Mezzani;
Italia,Nord,Nord-est,Emilia-Romagna,Parma,Terenzo;
Italia,Nord,Nord-est,Emilia-Romagna,Parma,Tizzano Val Parma;
Italia,Nord,Nord-est,Emilia-Romagna,Parma,Tornolo;
Italia,Nord,Nord-est,Emilia-Romagna,Parma,Torrile;
Italia,Nord,Nord-est,Emilia-Romagna,Parma,Traversetolo;
Italia,Nord,Nord-est,Emilia-Romagna,Parma,Trecasali;
Italia,Nord,Nord-est,Emilia-Romagna,Parma,Valmozzola;
Italia,Nord,Nord-est,Emilia-Romagna,Parma,Varano de' Melegari;
Italia,Nord,Nord-est,Emilia-Romagna,Parma,Varsi;
Italia,Nord,Nord-est,Emilia-Romagna,Parma,Zibello;
Italia,Nord,Nord-est,Emilia-Romagna,Reggio nell'Emilia,Albinea;
Italia,Nord,Nord-est,Emilia-Romagna,Reggio nell'Emilia,Bagnolo in Piano;
Italia,Nord,Nord-est,Emilia-Romagna,Reggio nell'Emilia,Baiso;
Italia,Nord,Nord-est,Emilia-Romagna,Reggio nell'Emilia,Bibbiano;
Italia,Nord,Nord-est,Emilia-Romagna,Reggio nell'Emilia,Boretto;
Italia,Nord,Nord-est,Emilia-Romagna,Reggio nell'Emilia,Brescello;
Italia,Nord,Nord-est,Emilia-Romagna,Reggio nell'Emilia,Busana;
Italia,Nord,Nord-est,Emilia-Romagna,Reggio nell'Emilia,Cadelbosco di Sopra;
Italia,Nord,Nord-est,Emilia-Romagna,Reggio nell'Emilia,Campagnola Emilia;
Italia,Nord,Nord-est,Emilia-Romagna,Reggio nell'Emilia,Campegine;
Italia,Nord,Nord-est,Emilia-Romagna,Reggio nell'Emilia,Canossa;
Italia,Nord,Nord-est,Emilia-Romagna,Reggio nell'Emilia,Carpineti;
Italia,Nord,Nord-est,Emilia-Romagna,Reggio nell'Emilia,Casalgrande;
Italia,Nord,Nord-est,Emilia-Romagna,Reggio nell'Emilia,Casina;
Italia,Nord,Nord-est,Emilia-Romagna,Reggio nell'Emilia,Castellarano;
Italia,Nord,Nord-est,Emilia-Romagna,Reggio nell'Emilia,Castelnovo di Sotto;
Italia,Nord,Nord-est,Emilia-Romagna,Reggio nell'Emilia,Castelnovo ne' Monti;
Italia,Nord,Nord-est,Emilia-Romagna,Reggio nell'Emilia,Cavriago;
Italia,Nord,Nord-est,Emilia-Romagna,Reggio nell'Emilia,Collagna;
Italia,Nord,Nord-est,Emilia-Romagna,Reggio nell'Emilia,Correggio;
Italia,Nord,Nord-est,Emilia-Romagna,Reggio nell'Emilia,Fabbrico;
Italia,Nord,Nord-est,Emilia-Romagna,Reggio nell'Emilia,Gattatico;
Italia,Nord,Nord-est,Emilia-Romagna,Reggio nell'Emilia,Gualtieri;
Italia,Nord,Nord-est,Emilia-Romagna,Reggio nell'Emilia,Guastalla;
Italia,Nord,Nord-est,Emilia-Romagna,Reggio nell'Emilia,Ligonchio;
Italia,Nord,Nord-est,Emilia-Romagna,Reggio nell'Emilia,Luzzara;
Italia,Nord,Nord-est,Emilia-Romagna,Reggio nell'Emilia,Montecchio Emilia;
Italia,Nord,Nord-est,Emilia-Romagna,Reggio nell'Emilia,Novellara;
Italia,Nord,Nord-est,Emilia-Romagna,Reggio nell'Emilia,Poviglio;
Italia,Nord,Nord-est,Emilia-Romagna,Reggio nell'Emilia,Quattro Castella;
Italia,Nord,Nord-est,Emilia-Romagna,Reggio nell'Emilia,Ramiseto;
Italia,Nord,Nord-est,Emilia-Romagna,Reggio nell'Emilia,Reggio nell'Emilia;
Italia,Nord,Nord-est,Emilia-Romagna,Reggio nell'Emilia,Reggiolo;
Italia,Nord,Nord-est,Emilia-Romagna,Reggio nell'Emilia,Rio Saliceto;
Italia,Nord,Nord-est,Emilia-Romagna,Reggio nell'Emilia,Rolo;
Italia,Nord,Nord-est,Emilia-Romagna,Reggio nell'Emilia,Rubiera;
Italia,Nord,Nord-est,Emilia-Romagna,Reggio nell'Emilia,San Martino in Rio;
Italia,Nord,Nord-est,Emilia-Romagna,Reggio nell'Emilia,San Polo d'Enza;
Italia,Nord,Nord-est,Emilia-Romagna,Reggio nell'Emilia,Sant'Ilario d'Enza;
Italia,Nord,Nord-est,Emilia-Romagna,Reggio nell'Emilia,Scandiano;
Italia,Nord,Nord-est,Emilia-Romagna,Reggio nell'Emilia,Toano;
Italia,Nord,Nord-est,Emilia-Romagna,Reggio nell'Emilia,Ventasso;
Italia,Nord,Nord-est,Emilia-Romagna,Reggio nell'Emilia,Vetto;
Italia,Nord,Nord-est,Emilia-Romagna,Reggio nell'Emilia,Vezzano sul Crostolo;
Italia,Nord,Nord-est,Emilia-Romagna,Reggio nell'Emilia,Viano;
Italia,Nord,Nord-est,Emilia-Romagna,Reggio nell'Emilia,Villa Minozzo;
Italia,Nord,Nord-est,Emilia-Romagna,Modena,Bastiglia;
Italia,Nord,Nord-est,Emilia-Romagna,Modena,Bomporto;
Italia,Nord,Nord-est,Emilia-Romagna,Modena,Campogalliano;
Italia,Nord,Nord-est,Emilia-Romagna,Modena,Camposanto;
Italia,Nord,Nord-est,Emilia-Romagna,Modena,Carpi;
Italia,Nord,Nord-est,Emilia-Romagna,Modena,Castelfranco Emilia;
Italia,Nord,Nord-est,Emilia-Romagna,Modena,Castelnuovo Rangone;
Italia,Nord,Nord-est,Emilia-Romagna,Modena,Castelvetro di Modena;
Italia,Nord,Nord-est,Emilia-Romagna,Modena,Cavezzo;
Italia,Nord,Nord-est,Emilia-Romagna,Modena,Concordia sulla Secchia;
Italia,Nord,Nord-est,Emilia-Romagna,Modena,Fanano;
Italia,Nord,Nord-est,Emilia-Romagna,Modena,Finale Emilia;
Italia,Nord,Nord-est,Emilia-Romagna,Modena,Fiorano Modenese;
Italia,Nord,Nord-est,Emilia-Romagna,Modena,Fiumalbo;
Italia,Nord,Nord-est,Emilia-Romagna,Modena,Formigine;
Italia,Nord,Nord-est,Emilia-Romagna,Modena,Frassinoro;
Italia,Nord,Nord-est,Emilia-Romagna,Modena,Guiglia;
Italia,Nord,Nord-est,Emilia-Romagna,Modena,Lama Mocogno;
Italia,Nord,Nord-est,Emilia-Romagna,Modena,Maranello;
Italia,Nord,Nord-est,Emilia-Romagna,Modena,Marano sul Panaro;
Italia,Nord,Nord-est,Emilia-Romagna,Modena,Medolla;
Italia,Nord,Nord-est,Emilia-Romagna,Modena,Mirandola;
Italia,Nord,Nord-est,Emilia-Romagna,Modena,Modena;
Italia,Nord,Nord-est,Emilia-Romagna,Modena,Montecreto;
Italia,Nord,Nord-est,Emilia-Romagna,Modena,Montefiorino;
Italia,Nord,Nord-est,Emilia-Romagna,Modena,Montese;
Italia,Nord,Nord-est,Emilia-Romagna,Modena,Nonantola;
Italia,Nord,Nord-est,Emilia-Romagna,Modena,Novi di Modena;
Italia,Nord,Nord-est,Emilia-Romagna,Modena,Palagano;
Italia,Nord,Nord-est,Emilia-Romagna,Modena,Pavullo nel Frignano;
Italia,Nord,Nord-est,Emilia-Romagna,Modena,Pievepelago;
Italia,Nord,Nord-est,Emilia-Romagna,Modena,Polinago;
Italia,Nord,Nord-est,Emilia-Romagna,Modena,Prignano sulla Secchia;
Italia,Nord,Nord-est,Emilia-Romagna,Modena,Ravarino;
Italia,Nord,Nord-est,Emilia-Romagna,Modena,Riolunato;
Italia,Nord,Nord-est,Emilia-Romagna,Modena,San Cesario sul Panaro;
Italia,Nord,Nord-est,Emilia-Romagna,Modena,San Felice sul Panaro;
Italia,Nord,Nord-est,Emilia-Romagna,Modena,San Possidonio;
Italia,Nord,Nord-est,Emilia-Romagna,Modena,San Prospero;
Italia,Nord,Nord-est,Emilia-Romagna,Modena,Sassuolo;
Italia,Nord,Nord-est,Emilia-Romagna,Modena,Savignano sul Panaro;
Italia,Nord,Nord-est,Emilia-Romagna,Modena,Serramazzoni;
Italia,Nord,Nord-est,Emilia-Romagna,Modena,Sestola;
Italia,Nord,Nord-est,Emilia-Romagna,Modena,Soliera;
Italia,Nord,Nord-est,Emilia-Romagna,Modena,Spilamberto;
Italia,Nord,Nord-est,Emilia-Romagna,Modena,Vignola;
Italia,Nord,Nord-est,Emilia-Romagna,Modena,Zocca;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Alto Reno Terme;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Anzola dell'Emilia;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Argelato;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Baricella;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Bazzano;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Bentivoglio;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Bologna;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Borgo Tossignano;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Budrio;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Calderara di Reno;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Camugnano;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Casalecchio di Reno;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Casalfiumanese;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Castel d'Aiano;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Castel del Rio;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Castel di Casio;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Castel Guelfo di Bologna;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Castel Maggiore;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Castel San Pietro Terme;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Castello d'Argile;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Castello di Serravalle;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Castenaso;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Castiglione dei Pepoli;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Crespellano;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Crevalcore;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Dozza;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Fontanelice;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Gaggio Montano;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Galliera;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Granaglione;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Granarolo dell'Emilia;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Grizzana Morandi;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Imola;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Lizzano in Belvedere;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Loiano;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Malalbergo;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Marzabotto;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Medicina;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Minerbio;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Molinella;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Monghidoro;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Monte San Pietro;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Monterenzio;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Monteveglio;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Monzuno;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Mordano;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Ozzano dell'Emilia;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Pianoro;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Pieve di Cento;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Porretta Terme;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Sala Bolognese;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,San Benedetto Val di Sambro;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,San Giorgio di Piano;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,San Giovanni in Persiceto;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,San Lazzaro di Savena;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,San Pietro in Casale;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Sant'Agata Bolognese;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Sasso Marconi;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Savigno;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Valsamoggia;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Vergato;
Italia,Nord,Nord-est,Emilia-Romagna,Bologna,Zola Predosa;
Italia,Nord,Nord-est,Emilia-Romagna,Ferrara,Argenta;
Italia,Nord,Nord-est,Emilia-Romagna,Ferrara,Berra;
Italia,Nord,Nord-est,Emilia-Romagna,Ferrara,Bondeno;
Italia,Nord,Nord-est,Emilia-Romagna,Ferrara,Cento;
Italia,Nord,Nord-est,Emilia-Romagna,Ferrara,Codigoro;
Italia,Nord,Nord-est,Emilia-Romagna,Ferrara,Comacchio;
Italia,Nord,Nord-est,Emilia-Romagna,Ferrara,Copparo;
Italia,Nord,Nord-est,Emilia-Romagna,Ferrara,Ferrara;
Italia,Nord,Nord-est,Emilia-Romagna,Ferrara,Fiscaglia;
Italia,Nord,Nord-est,Emilia-Romagna,Ferrara,Formignana;
Italia,Nord,Nord-est,Emilia-Romagna,Ferrara,Goro;
Italia,Nord,Nord-est,Emilia-Romagna,Ferrara,Jolanda di Savoia;
Italia,Nord,Nord-est,Emilia-Romagna,Ferrara,Lagosanto;
Italia,Nord,Nord-est,Emilia-Romagna,Ferrara,Masi Torello;
Italia,Nord,Nord-est,Emilia-Romagna,Ferrara,Massa Fiscaglia;
Italia,Nord,Nord-est,Emilia-Romagna,Ferrara,Mesola;
Italia,Nord,Nord-est,Emilia-Romagna,Ferrara,Migliarino;
Italia,Nord,Nord-est,Emilia-Romagna,Ferrara,Migliaro;
Italia,Nord,Nord-est,Emilia-Romagna,Ferrara,Mirabello;
Italia,Nord,Nord-est,Emilia-Romagna,Ferrara,Ostellato;
Italia,Nord,Nord-est,Emilia-Romagna,Ferrara,Poggio Renatico;
Italia,Nord,Nord-est,Emilia-Romagna,Ferrara,Portomaggiore;
Italia,Nord,Nord-est,Emilia-Romagna,Ferrara,Riva del Po;
Italia,Nord,Nord-est,Emilia-Romagna,Ferrara,Ro;
Italia,Nord,Nord-est,Emilia-Romagna,Ferrara,Sant'Agostino;
Italia,Nord,Nord-est,Emilia-Romagna,Ferrara,Terre del Reno;
Italia,Nord,Nord-est,Emilia-Romagna,Ferrara,Tresigallo;
Italia,Nord,Nord-est,Emilia-Romagna,Ferrara,Tresignana;
Italia,Nord,Nord-est,Emilia-Romagna,Ferrara,Vigarano Mainarda;
Italia,Nord,Nord-est,Emilia-Romagna,Ferrara,Voghiera;
Italia,Nord,Nord-est,Emilia-Romagna,Ravenna,Alfonsine;
Italia,Nord,Nord-est,Emilia-Romagna,Ravenna,Bagnacavallo;
Italia,Nord,Nord-est,Emilia-Romagna,Ravenna,Bagnara di Romagna;
Italia,Nord,Nord-est,Emilia-Romagna,Ravenna,Brisighella;
Italia,Nord,Nord-est,Emilia-Romagna,Ravenna,Casola Valsenio;
Italia,Nord,Nord-est,Emilia-Romagna,Ravenna,Castel Bolognese;
Italia,Nord,Nord-est,Emilia-Romagna,Ravenna,Cervia;
Italia,Nord,Nord-est,Emilia-Romagna,Ravenna,Conselice;
Italia,Nord,Nord-est,Emilia-Romagna,Ravenna,Cotignola;
Italia,Nord,Nord-est,Emilia-Romagna,Ravenna,Faenza;
Italia,Nord,Nord-est,Emilia-Romagna,Ravenna,Fusignano;
Italia,Nord,Nord-est,Emilia-Romagna,Ravenna,Lugo;
Italia,Nord,Nord-est,Emilia-Romagna,Ravenna,Massa Lombarda;
Italia,Nord,Nord-est,Emilia-Romagna,Ravenna,Ravenna;
Italia,Nord,Nord-est,Emilia-Romagna,Ravenna,Riolo Terme;
Italia,Nord,Nord-est,Emilia-Romagna,Ravenna,Russi;
Italia,Nord,Nord-est,Emilia-Romagna,Ravenna,Sant'Agata sul Santerno;
Italia,Nord,Nord-est,Emilia-Romagna,Ravenna,Solarolo;
Italia,Nord,Nord-est,Emilia-Romagna,Forlì-Cesena,Bagno di Romagna;
Italia,Nord,Nord-est,Emilia-Romagna,Forlì-Cesena,Bertinoro;
Italia,Nord,Nord-est,Emilia-Romagna,Forlì-Cesena,Borghi;
Italia,Nord,Nord-est,Emilia-Romagna,Forlì-Cesena,Castrocaro Terme e Terra del Sole;
Italia,Nord,Nord-est,Emilia-Romagna,Forlì-Cesena,Cesena;
Italia,Nord,Nord-est,Emilia-Romagna,Forlì-Cesena,Cesenatico;
Italia,Nord,Nord-est,Emilia-Romagna,Forlì-Cesena,Civitella di Romagna;
Italia,Nord,Nord-est,Emilia-Romagna,Forlì-Cesena,Dovadola;
Italia,Nord,Nord-est,Emilia-Romagna,Forlì-Cesena,Forlì;
Italia,Nord,Nord-est,Emilia-Romagna,Forlì-Cesena,Forlimpopoli;
Italia,Nord,Nord-est,Emilia-Romagna,Forlì-Cesena,Galeata;
Italia,Nord,Nord-est,Emilia-Romagna,Forlì-Cesena,Gambettola;
Italia,Nord,Nord-est,Emilia-Romagna,Forlì-Cesena,Gatteo;
Italia,Nord,Nord-est,Emilia-Romagna,Forlì-Cesena,Longiano;
Italia,Nord,Nord-est,Emilia-Romagna,Forlì-Cesena,Meldola;
Italia,Nord,Nord-est,Emilia-Romagna,Forlì-Cesena,Mercato Saraceno;
Italia,Nord,Nord-est,Emilia-Romagna,Forlì-Cesena,Modigliana;
Italia,Nord,Nord-est,Emilia-Romagna,Forlì-Cesena,Montiano;
Italia,Nord,Nord-est,Emilia-Romagna,Forlì-Cesena,Portico e San Benedetto;
Italia,Nord,Nord-est,Emilia-Romagna,Forlì-Cesena,Predappio;
Italia,Nord,Nord-est,Emilia-Romagna,Forlì-Cesena,Premilcuore;
Italia,Nord,Nord-est,Emilia-Romagna,Forlì-Cesena,Rocca San Casciano;
Italia,Nord,Nord-est,Emilia-Romagna,Forlì-Cesena,Roncofreddo;
Italia,Nord,Nord-est,Emilia-Romagna,Forlì-Cesena,San Mauro Pascoli;
Italia,Nord,Nord-est,Emilia-Romagna,Forlì-Cesena,Santa Sofia;
Italia,Nord,Nord-est,Emilia-Romagna,Forlì-Cesena,Sarsina;
Italia,Nord,Nord-est,Emilia-Romagna,Forlì-Cesena,Savignano sul Rubicone;
Italia,Nord,Nord-est,Emilia-Romagna,Forlì-Cesena,Sogliano al Rubicone;
Italia,Nord,Nord-est,Emilia-Romagna,Forlì-Cesena,Tredozio;
Italia,Nord,Nord-est,Emilia-Romagna,Forlì-Cesena,Verghereto;
Italia,Nord,Nord-est,Emilia-Romagna,Rimini,Bellaria-Igea Marina;
Italia,Nord,Nord-est,Emilia-Romagna,Rimini,Casteldelci;
Italia,Nord,Nord-est,Emilia-Romagna,Rimini,Cattolica;
Italia,Nord,Nord-est,Emilia-Romagna,Rimini,Coriano;
Italia,Nord,Nord-est,Emilia-Romagna,Rimini,Gemmano;
Italia,Nord,Nord-est,Emilia-Romagna,Rimini,Maiolo;
Italia,Nord,Nord-est,Emilia-Romagna,Rimini,Misano Adriatico;
Italia,Nord,Nord-est,Emilia-Romagna,Rimini,Mondaino;
Italia,Nord,Nord-est,Emilia-Romagna,Rimini,Monte Colombo;
Italia,Nord,Nord-est,Emilia-Romagna,Rimini,Montefiore Conca;
Italia,Nord,Nord-est,Emilia-Romagna,Rimini,Montegridolfo;
Italia,Nord,Nord-est,Emilia-Romagna,Rimini,Montescudo;
Italia,Nord,Nord-est,Emilia-Romagna,Rimini,Montescudo-Monte Colombo;
Italia,Nord,Nord-est,Emilia-Romagna,Rimini,Morciano di Romagna;
Italia,Nord,Nord-est,Emilia-Romagna,Rimini,Novafeltria;
Italia,Nord,Nord-est,Emilia-Romagna,Rimini,Pennabilli;
Italia,Nord,Nord-est,Emilia-Romagna,Rimini,Poggio Berni;
Italia,Nord,Nord-est,Emilia-Romagna,Rimini,Poggio Torriana;
Italia,Nord,Nord-est,Emilia-Romagna,Rimini,Riccione;
Italia,Nord,Nord-est,Emilia-Romagna,Rimini,Rimini;
Italia,Nord,Nord-est,Emilia-Romagna,Rimini,Saludecio;
Italia,Nord,Nord-est,Emilia-Romagna,Rimini,San Clemente;
Italia,Nord,Nord-est,Emilia-Romagna,Rimini,San Giovanni in Marignano;
Italia,Nord,Nord-est,Emilia-Romagna,Rimini,San Leo;
Italia,Nord,Nord-est,Emilia-Romagna,Rimini,Sant'Agata Feltria;
Italia,Nord,Nord-est,Emilia-Romagna,Rimini,Santarcangelo di Romagna;
Italia,Nord,Nord-est,Emilia-Romagna,Rimini,Talamello;
Italia,Nord,Nord-est,Emilia-Romagna,Rimini,Torriana;
Italia,Nord,Nord-est,Emilia-Romagna,Rimini,Verucchio;
Italia,Centro,Centro,Toscana,Massa-Carrara,Aulla;
Italia,Centro,Centro,Toscana,Massa-Carrara,Bagnone;
Italia,Centro,Centro,Toscana,Massa-Carrara,Carrara;
Italia,Centro,Centro,Toscana,Massa-Carrara,Casola in Lunigiana;
Italia,Centro,Centro,Toscana,Massa-Carrara,Comano;
Italia,Centro,Centro,Toscana,Massa-Carrara,Filattiera;
Italia,Centro,Centro,Toscana,Massa-Carrara,Fivizzano;
Italia,Centro,Centro,Toscana,Massa-Carrara,Fosdinovo;
Italia,Centro,Centro,Toscana,Massa-Carrara,Licciana Nardi;
Italia,Centro,Centro,Toscana,Massa-Carrara,Massa;
Italia,Centro,Centro,Toscana,Massa-Carrara,Montignoso;
Italia,Centro,Centro,Toscana,Massa-Carrara,Mulazzo;
Italia,Centro,Centro,Toscana,Massa-Carrara,Podenzana;
Italia,Centro,Centro,Toscana,Massa-Carrara,Pontremoli;
Italia,Centro,Centro,Toscana,Massa-Carrara,Tresana;
Italia,Centro,Centro,Toscana,Massa-Carrara,Villafranca in Lunigiana;
Italia,Centro,Centro,Toscana,Massa-Carrara,Zeri;
Italia,Centro,Centro,Toscana,Lucca,Altopascio;
Italia,Centro,Centro,Toscana,Lucca,Bagni di Lucca;
Italia,Centro,Centro,Toscana,Lucca,Barga;
Italia,Centro,Centro,Toscana,Lucca,Borgo a Mozzano;
Italia,Centro,Centro,Toscana,Lucca,Camaiore;
Italia,Centro,Centro,Toscana,Lucca,Camporgiano;
Italia,Centro,Centro,Toscana,Lucca,Capannori;
Italia,Centro,Centro,Toscana,Lucca,Careggine;
Italia,Centro,Centro,Toscana,Lucca,Castelnuovo di Garfagnana;
Italia,Centro,Centro,Toscana,Lucca,Castiglione di Garfagnana;
Italia,Centro,Centro,Toscana,Lucca,Coreglia Antelminelli;
Italia,Centro,Centro,Toscana,Lucca,Fabbriche di Vallico;
Italia,Centro,Centro,Toscana,Lucca,Fabbriche di Vergemoli;
Italia,Centro,Centro,Toscana,Lucca,Forte dei Marmi;
Italia,Centro,Centro,Toscana,Lucca,Fosciandora;
Italia,Centro,Centro,Toscana,Lucca,Gallicano;
Italia,Centro,Centro,Toscana,Lucca,Giuncugnano;
Italia,Centro,Centro,Toscana,Lucca,Lucca;
Italia,Centro,Centro,Toscana,Lucca,Massarosa;
Italia,Centro,Centro,Toscana,Lucca,Minucciano;
Italia,Centro,Centro,Toscana,Lucca,Molazzana;
Italia,Centro,Centro,Toscana,Lucca,Montecarlo;
Italia,Centro,Centro,Toscana,Lucca,Pescaglia;
Italia,Centro,Centro,Toscana,Lucca,Piazza al Serchio;
Italia,Centro,Centro,Toscana,Lucca,Pietrasanta;
Italia,Centro,Centro,Toscana,Lucca,Pieve Fosciana;
Italia,Centro,Centro,Toscana,Lucca,Porcari;
Italia,Centro,Centro,Toscana,Lucca,San Romano in Garfagnana;
